entity,title,body
node,No way to get index of card in OnButtonPressListener,There is no way to get the index of the card in the OnButtonPressListener. I am programmatically adding cards and creating OnButtonPressListener for each using a for loop and I need to know the index of the card so I can fire the appropriate code depending on which card's buttons were pressed

node,Test,""
node,Add format module and implement buildifier transform to format Bazel/Starlark files,"This PR adds a new transformation that runs [buildifier](https://github.com/bazelbuild/buildtools/tree/master/buildifier) during import/export.

Related: #98

Note: This is still WIP (name of binary hardcoded, no tests, ...). I would appreciate an early high-level review to make sure the overall design of this is good, though."
node,Codes incorrectly generated on Blu Studio Energy runing android 4.4.2,"When running authenticator 2.49 on a Blu Studio Energy running 4.4.2 the generated codes are incorrect.

I also have a nexus 5 running 5.0.1, when inputting the same token seed to both phones the 4.4.2 device never generates the correct codes, while the 5.0.1 device using the same seed generates the proper codes.

I've also tried inputting the tokens using QR codes to eliminate the chance of user input error. I've confirmed the token codes are wrong for multiple sites including github, gmail, aws, several online games. 

The times are synced up and accurate on both phones, I've also attempted to use the app's ""time correction for codes"" feature in setup and it indicates no changes need to be made.

I've loaded the FreeOTP app from RedHat on the device and the token codes work properly in that app, which further supports it not being a time sync related issue on the device.
"
node,Fail to refresh the action text,"when I using such the follow code:

```
Card card = new Card.Builder(this)
            .withProvider(new CardProvider())
            .setLayout(R.layout.material_image_with_buttons_card)
            .setTitle(""Card number 5"")
            .setDescription(""Lorem ipsum dolor sit amet"")
            .setDrawable(R.drawable.photo)
            .addAction(R.id.left_text_button, new TextViewAction(this)
                    .setText(""Izquierda"")
                    .setTextResourceColor(R.color.black_button)
                    .setListener(new OnActionClickListener() {
                        @Override
                        public void onActionClicked(View view, Card card) {
                                    TextViewAction act = (TextViewAction) card.getProvider().getAction(R.id.right_text_button);
                                    act.setText(act.getText()+""e"");    // the other action text modified here 
                        }
                    }))
            .addAction(R.id.right_text_button, new TextViewAction(this)
                    .setText(""Derecha"")
                    .setTextResourceColor(R.color.accent_material_dark)
                    .setListener(new OnActionClickListener() {
                        @Override
                        public void onActionClicked(View view, Card card) {

                        }
                    }))
            .endConfig()
            .build();
```

If you try this code in your own project, you will meet a problem: 
Some card cannot be updated immediately, it always happen.But it can be updated by sliding the list. 

It's a bug?
"
node,Fails in Android 5.0,"There are several [comments in Google Play](https://play.google.com/store/apps/details?id=com.google.android.apps.authenticator2&hl=en) about the crashes in Android Lollipop (specially in LG G3 mobile).
In my device (LG G3) with Android 5.0 crashes when I press ""_Start configuration_"" and when I select (in menu) ""_Configuration_"" > ""_Hour correction in codes_"".
"
node,Create release please,"There were made serveral bug fixes in since it was placed on github. Please release those to the app market, the fixes were necessary for me to let this app work. i do now have a self compiled apk on my phone....
"
node,First time importing pull request from public to private,"Hello!

I'm stuck on importing PRs. 

- I have private and public repositories.
- Before release I need to import some PRs from public to private repository. There have been zero migrations using Copybara before and repositories have zero commits in common. 
- Copybara obviously cannot find parent commit. I tell it to use latest master commit as parent and it replaces new code in private with the old one from public which is not the part of the PR.

But I need to migrate only PR changes. I think I can use something like **patch**. Is there any solutions for doing it using Copybara?

Here's my current config:

```
core.workflow(
  name = ""import_pr_from_oss"",

  origin = git.github_pr_origin(
    url = publicRepoUrl,
    state = ""ALL"",
    use_merge = True,
  ),
  destination = git.github_pr_destination(
    url = internalRepoUrl,
    destination_ref = ""master-internal"", # TODO: Update to master after test
    integrates = [],
  ),
  mode = ""CHANGE_REQUEST"",
  set_rev_id = False,

  authoring = authoring.pass_thru(""**authoring here**""),

  # Including/excluding files
  origin_files = glob([""**""], exclude = [

    # exclude hidden files
    "".**"",
    ""**/.**"",

    # exclude all private sources
    ""private/**"",

    # exclude helper scripts and related
    ""**.sh"",
    ""**.log"",
    ""**.rc"",
    ""revision.txt"",

    # exclude generated bits
    ""**/target/**"",
    ""**/node_modules/**"",

  ]) + glob([

    # keep some specified files
    "".circleci/config.yml"",
    ""**/.placeholder"",
    "".mvn/**"",
  ]),

  destination_files = glob([""**""], exclude = [

    # exclude hidden files
    "".**"",
    ""**/.**"",

    # exclude all private sources
    ""private/**"",

    # exclude helper scripts and related
    ""**.sh"",
    ""**.log"",
    ""**.rc"",
    ""revision.txt"",

    # exclude generated bits
    ""**/target/**"",
    ""**/node_modules/**"",
  ]) + glob([

    # keep some specified files
    "".circleci/config.yml"",
    ""**/.placeholder"",
    "".mvn/**"",
  ]),

  transformations = [
    metadata.save_author(),
    metadata.expose_label(""COPYBARA_INTEGRATE_REVIEW"")
    metadata.replace_message(""${GITHUB_PR_TITLE}\n\n${GITHUB_PR_BODY}\n\nSubmitted by: @${GITHUB_PR_USER}\n\nExternal PR number: #${GITHUB_PR_NUMBER}""),
  ],
```

Thank you!
"
node,"Authenticator crashes on ""start setup""","**What steps will reproduce the problem?**
1. Open Authentication
2. Try to put Begin Setup button
3. Immediately unfortunately, authentication has stopped

**What is the expected output? What do you see instead?**
Immediately unfortunately, authentication has stopped

**What version of the product are you using? On what operating system?**
Package version 49
package version name: 2.49
On Android
device: LG G3

**Please provide any additional information below.**

This issue was originally reported on google code (https://code.google.com/p/google-authenticator/issues/detail?id=353) and then reopened on github (https://github.com/google/google-authenticator/issues/346) but both records are closed.
However the issue still occurs.

**Workaround**
Originally posted on google code and reproduced at http://lifeisabug.com/google-authenticator-crashes-account-setup-workaround/
1. Open Authenticator but do NOT press the “Begin setup” button.
2. Instead, select “setup account” from the option menu.
3. Then from another device, go to https://accounts.google.com/b/0/SmsAuthSettings, select “Move to a different phone” and scan the QR code.
"
node,A test PR,""
node,Space between items when scrooling,"Hello,

Im using the v2 version of the library (i cant update to v3 because there are incompatible and i have a lot of work with v2), i have a problem with MaterialListView and cards.

On the list there are a big space betwen items, this is an example:

![screenshot_1476349323](https://cloud.githubusercontent.com/assets/21805726/19343255/b1b565f2-9135-11e6-8614-0c93ef4e7939.png)

And there is my xml code, im ussing SmallImageCard

`<RelativeLayout xmlns:android=""http://schemas.android.com/apk/res/android""
    xmlns:tools=""http://schemas.android.com/tools""
    android:layout_width=""match_parent""
    android:layout_height=""match_parent""
    xmlns:bootstrap=""http://schemas.android.com/apk/res-auto""
    android:paddingLeft=""@dimen/activity_horizontal_margin""
    android:paddingRight=""@dimen/activity_horizontal_margin""
    android:paddingTop=""@dimen/activity_vertical_margin""
    android:paddingBottom=""@dimen/activity_vertical_margin"">

```
<ProgressBar
    android:id=""@+id/barraProgresoEmpleados""
    android:layout_width=""wrap_content""
    android:layout_height=""wrap_content""
    style=""@android:style/Widget.Holo.ProgressBar.Large""
    android:layout_marginRight=""5dp""
    android:layout_centerVertical=""true""
    android:layout_centerHorizontal=""true"" />
<!--<TextView-->
    <!--android:id=""@+id/sinEmpleadosTV""-->
    <!--android:layout_width=""wrap_content""-->
    <!--android:layout_height=""wrap_content""-->
    <!--android:layout_alignParentTop=""true""-->
    <!--android:layout_centerHorizontal=""true""-->
    <!--android:textColor=""@color/red""-->
    <!--android:text=""Sin empleados disponibles""-->
    <!--android:visibility=""gone""/>-->
<com.beardedhen.androidbootstrap.BootstrapLabel
    android:id=""@+id/sinEmpleadosTV""
    android:layout_width=""wrap_content""
    android:layout_height=""wrap_content""
    android:layout_below=""@+id/barraProgresoClientes""
    android:layout_centerHorizontal=""true""
    android:layout_centerVertical=""true""
    android:layout_gravity=""center""
    android:visibility=""gone""
    bootstrap:bootstrapBrand=""danger""
    bootstrap:roundedCorners=""true""
    bootstrap:bootstrapText=""{fa_exclamation_circle}   Sin empleados disponibles""
    />

    <com.dexafree.materialList.view.MaterialListView
        android:layout_width=""wrap_content""
        android:layout_height=""wrap_content""
        android:id=""@+id/material_listview""
        android:visibility=""gone""
        android:scrollbars=""vertical""
        android:dividerHeight=""1dp""/>
```

</RelativeLayout>
`

Thanks you, regards!
"
node,feat(docs): add archlinux aur installation instructions,"A package tracking `HEAD` is available on the AUR. This patch adds a
reference to that package. It also sets up the framework for documenting
system packages in the README, as a section for this did not exist.

---

I maintain this over at https://github.com/sudoforge/pkgbuilds/tree/master/copybara-git. The way that `*-git` packages work in Arch means that anybody who builds this package will always grab the latest version of the repository; although I will periodically bump the `pkgver` variable (denoting the ""package version"") in order to ""notify"" downstream users' tooling that a new version is out."
node,How to setDrawable with Fresco ?,""
node,Merges as commits when first_parent=False,"Hello,

I trying to bring gitlab support to copybara for my company, but in the process I discovered issue with git -> git synchronization.

In default configuration merges are squashed to single commit and in branch based workflows this disrupts whole git history, therefore I tried `first_parent=False` option in `git.origin` and it copies both sides of merge as it should, but it isn't able to copy merges, as they are treated as usual commits and they usually doesn't  contain any changes.

This disrupts closing github PR when branch is merged on gitlab side and it caused also merge conflicts when on other branches after one of them was merged.

I tried to find a way to fix that in cohybara source code, but it looks like `isMerge` info is lost many calls up in stack trace before it reaches writer.
"
node,Unexpected merge importing a pull request,"When trying to import a pull request using the workflow:

```
core.workflow(
    name = ""import_pr"",
    mode = ""CHANGE_REQUEST"",
    origin = git.github_pr_origin(
        url = github_public_url,
        branch = ""master"",
    ),
    destination = git.destination(
        url = github_sot_url,
        fetch = ""master"",
    ),
    origin_files = glob([""**""]),
    destination_files = glob(
        [""somedir/**""],
        exclude = [
            ""somedir/bfile"",
        ],
    ),
    authoring = authoring.pass_thru(""Default email <default@defatult.com>""),
    transformations = [
        core.move("""", ""somedir""),
        metadata.save_author(),
        metadata.expose_label(""COPYBARA_INTEGRATE_REVIEW""),
        metadata.expose_label(""GITHUB_PR_NUMBER"", new_name = ""Closes"", separator = "" #""),
    ],
)
```

I get: 

```
% copybara copy.bara.sky import_pr 1
Nov 09, 2019 2:51:27 PM com.google.copybara.Main configureLog
INFO: Setting up LogManager
Copybara source mover (Version: Unknown version)
Task: Integrating change from https://github.com/ob/cb-sot-public/pull/1 from ob:ob-patch-1 21171d13a57703bae681c45dd57b2e76bffb1ab5
ERROR: Conflict detected while rebasing /Users/obonilla/copybara/temp/workdir109556842962639907/checkout to d0b3be83ebc842c8dd6feae051391d7a82adf9b8. Please sync or update the change in the origin and retry. Git output was:
First, rewinding head to replay your work on top of it...
Applying: Project import generated by Copybara.
Applying: Project import generated by Copybara.
Using index info to reconstruct a base tree...
Falling back to patching base and 3-way merge...
CONFLICT (add/add): Merge conflict in .gitignore
Auto-merging .gitignore
Patch failed at 0002 Project import generated by Copybara.
Resolve all conflicts manually, mark them as resolved with
""git add/rm <conflicted_files>"", then run ""git rebase --continue"".
You can instead skip this commit: run ""git rebase --skip"".
To abort and get back to the state before ""git rebase"", run ""git rebase --abort"".

```

However, that pull request didn't change the `.gitignore` file so I didn't expect this to be a problem.

SoT repo: https://github.com/ob/cb-sot, exported repo: https://github.com/ob/cb-sot-public, PR that I'm trying to import: https://github.com/ob/cb-sot-public/pull/1

I don't see why Copybara is trying to merge the two `.gitignore` files, are they treated specially by globs?"
node,Welcome Card Strange Behaviour,"I am using 2.0.1 version of your the library and have encountered a very strange behaviour when adding welcome cards.

I am creating a new welcome card using:

```
    SimpleCard card;
     card = new WelcomeCard(this);
    card.setTitle(""Welcome!"");
    card.setDescription(""If you're a new user, we recommend you take the tutorial."");
    ((WelcomeCard) card).setSubtitle(""Take a quick tour ?"");
    ((WelcomeCard) card).setButtonText(""Okay!"");
    ((WelcomeCard) card).setBackgroundColorRes(R.color.primary);
    ((WelcomeCard) card).setDividerColor(getResources().getColor(R.color.primary_dark));
    ((WelcomeCard) card).setDescriptionColor(getResources().getColor(R.color.icons));
    card.setDismissible(true);
    ((WelcomeCard) card).setOnButtonPressedListener(new OnButtonPressListener() {
        @Override
        public void onButtonPressedListener(View view, Card card) {
            card.dismiss();
            Toast.makeText(MainActivity.this,""Coming Soon"", Toast.LENGTH_LONG).show();
        }
});
```

I am adding it to mListView using:

```
mListView.add(card);
```

Very strangely, 
- Two welcome cards get added to my view instead of one. 
- I can't seem to be able to change the color of description text.

I have attached a screenshot for reference. 
![device-2015-01-22-042454](https://cloud.githubusercontent.com/assets/7647281/5847217/d337365a-a1f0-11e4-921e-fde07a814de0.png)
"
node,How to use card.setBackgroundColor() ?,"Hi,
I want to change the background color of cards, but i don't know how to do it. 
i tried it in hex version of color (#ffffff) and rgb version of color (002,003,004) 
They don't work. Could you help me?
Thank you.
"
node,TEST TEST TEST,Change-Id: I790167e816ccc11e2aa7e7f874e31f12ed94eeab
node,Added the possibility to add a custom divider,I added a simple method that allows to set a custom divider to the material list. I also modified the example app in order to use it. I used [ceskobassman's gist](https://gist.github.com/ceskobassman/179a62e1be65c2275baf)

node,Bad behaviour with emptyView,"I tried to set an empty view but it doesn't work. Only the empty view is visible, also if the list is not empty..

Is there anybody that could try it? 
"
node,"hello ,iam",""
node,Mirroring tags between github repos,"It isn't clear to me how to mirror tags between two github repositories. Our current workflow for exporting source looks like this:
```python
core.workflow(
    name = ""exportSourceToPublic"",
    origin = git.github_origin(
        url = privateUrl,
        ref = ""master"",
    ),
    destination = git.github_destination(
        url = publicUrl,
        fetch = ""master"",
        push = ""master"",
    ),
    origin_files = filesToPublish,
    mode = ""ITERATIVE"",
    authoring = authoring.pass_thru(defaultAuthor),
    transformations = [
        metadata.restore_author(),
    ],
)
```

All of our tags are for commits on `master`. I assumed that I could simply run this with `origin.ref = ""refs/tags/<tag>""` and `destination.push = ""refs/tags/<tag>""`. When I do this I get this output:
```
Task: Git Origin: Initializing local repo
WARN: No new changes to import for resolved ref: 1809e6d8aa53af7fa30146277f9b8740ab38771c
```

This makes sense as the commit already exists on `destination:master`, but I would still expect it to push it to the tag. Am I holding it wrong / is there a better way to handle this use case? Or is it a bug and it should still push to the tag?"
node,Antialias and a couple of comments,"Hey,

Good job mate for this library! A couple of comments there:
- you should set the antialias to the paints, I've tried and it looks better
- I'm not sure if inheriting from ProgressBar is a good idea. You are doing some extra work in your `super.onDraw(canvas)` I would actually clone the code from `ProgressBar`, remove what I don't need and set that as a base class for my custom progress bars.

Good idea anyway!
"
node,"Update android, build tools to 29, RULES_JVM_EXTERNAL_TAG ","Tethik already mentioned these changes in his PR, required by latest bazel. My CLA is on file.

Thanks for creating a pull request with us! Please make sure you have submitted the CLA at https://cla.developers.google.com/ if you haven't already.

## Change Description

Please describe the change from your pull request here. If this pull request is related to an existing issue, link the issue here as well.
"
node,Block screenshots,"## Change Description

This adds a toggleable setting to block screenshots from the main AuthenticatorActivity. By default that setting is set to `true`. Fixes #50 

Unfortunately I haven't been able to run the tests as they make my poor laptop go OOM. I tested it on a test device though. I've also had to upgrade the build tools etc to get the project to run, but I omitted it from this PR to keep it contained. 

"
node,Document how to change git location and minimal required version,It is not clear what is the minimum version we require for git and how to change the default location.
node,Support to store secret keys on YubiKey,"It would be great if the Google Authenticator would have support to store the secret keys on an external secure storage like YubiKey. The current implementation is not very secure as the secure keys are stored as a plain text in the SQLite DB. If the device is compromised, the attacker can potentially compromise the account secured by the secret key.

The implementation should be similar to [Yubico Authenticator](https://play.google.com/store/apps/details?id=com.yubico.yubioath). That would allow to secure applications which do not support YubiKey directly.
"
node,Update project dependencies,"Keeping the build dependencies up-to-date! :)

<sub><sup>Please NO GitHub rebase/squash merges. The changes are broken up into meaningful, independent commits, and my branch should already be up-to-date with the latest target branch. If not, or if you'd like me to combine some or all of the commits, please let me know, and I will make the necessary updates as soon as possible. Thank you!</sup></sub>"
node,Importing a Pull Request,"Hi there!

I'm gearing up to do a demo of copybara for @sonatype tomorrow, and I was curious, what do you all do to import a pull request? I can add this to the docs as an example as well.

What I basically want to do is:

- I have a private source repo
- PR comes in from public destination repo
- Run copybara to bring the PR in to the source repo (so we can noodle on it, make adjustments if we need to)
- Merge that PR
- Run copybara and have the changes make it out to the destination

I see some stuff around the source PR, etc... but figured I would ask more so about workflow related to this.

Thanks!"
node,Android Wear integration,Android Wear integration would make using 2-factor authentication a much simpler process when you don't have to hunt for your phone every time you want to log into a website/service. This feels like a significant omission in the Android ecosystem.

node,How to make Chrome ProgressBar rotate?,"Hi, could you improve the Chrome ProgressBar animation in order to make it rotate  clockwise or counterclockwise while switching circles positions? Thank you in advance."
node,Working with LFS repositries,"Hi there,

Can copybara operate with repositories with files managed by Git LFS? My scenario is as follows:

- I have a private repository on github that has many artifacts (some of which are large files which are managed by LFS). This repository acts as a source repository.
- I also have another private repository on github which acts as the target repository.
- The source repository gets frequent pushes, and from time to time we need to selectively copy certain files from it to the target repository.
- when using copybara to do so, we get an error message during the task: ""Git Destination: Checking out master"":
```
Error downloading object: (...): batch request: missing protocol: """"
Errors logged to (...)
Use `git lfs logs last` to view the log.
error: external filter 'git-lfs filter-process' failed
fatal: (...): smudge filter lfs failed
```
which seems as a problem with relevant to git-lfs.

So does copybara support repositories with LFS-managed files?"
node,Test PR,This is a test
node,multifile defined,17:14:53.374 [ERROR] [org.gradle.BuildExceptionReporter]
17:14:53.374 [ERROR] [org.gradle.BuildExceptionReporter]    UNEXPECTED TOP-LEVEL EXCEPTION:
17:14:53.374 [ERROR] [org.gradle.BuildExceptionReporter]    com.android.dex.DexException: Multiple dex files define Lcom/nhaarman/listviewanimations/util/Swappable;
17:14:53.374 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.merge.DexMerger.readSortableTypes(DexMerger.java:596)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.merge.DexMerger.getSortedTypes(DexMerger.java:554)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.merge.DexMerger.mergeClassDefs(DexMerger.java:535)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.merge.DexMerger.mergeDexes(DexMerger.java:171)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.merge.DexMerger.merge(DexMerger.java:189)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.command.dexer.Main.mergeLibraryDexBuffers(Main.java:454)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.command.dexer.Main.runMonoDex(Main.java:303)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.command.dexer.Main.run(Main.java:246)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.command.dexer.Main.main(Main.java:215)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]        at com.android.dx.command.Main.main(Main.java:106)
17:14:53.375 [ERROR] [org.gradle.BuildExceptionReporter]

node,Trying to use this but...,"Whenever I try to initiate a card it says not valid. Even the sample one's in your wiki. I am using gradle dependency with version 2.0.7. I saw earlier in your post that you told someone to use 2.0.1, since it could fix the card issue. It still didn't for me. Are we supposed to have 2 different gradle dependencies for cards and the actual library?

Would appreciate help!
"
node,Active search,"Please note that the code in this repository is an open source fork of the app in the Play Store, so **there is no guarantee that both apps will be in sync**. Please check which version of the app your bug applies to below.

- [ ] This feature request applies to the app downloaded from the [Play Store][playstore].
- [x ] This feature request is for the [Github version][opensource] of the app.

The Google Authenticator app is maintained by a small group of 20%-ers within Google. Although we'd love to give the app some more love, engineers need to allocate limited cycles to many competing priorities. Please check the box below to make sure that we're on the same page.

- [ x] I have acknowledged that filing this feature request does not obligate Google to implement my specific request.

## Feature Description

Add an active search box that filters results as you type.

### Why is it important?

Now that 2fa has gotten traction, having to scroll and scan past 30+ codes makes it a little difficult to use.

## Additional Information


[playstore]: https://play.google.com/store/apps/details?id=com.google.android.apps.authenticator2
[opensource]: https://github.com/google/google-authenticator-android
[pr]: https://github.com/google/google-authenticator-android/blob/master/CONTRIBUTING.md
"
node,made getAvailableToMigrate public for programmatic access,I changed getLastAvailableToMigrate previously but it was a mistake. I need getAvailableToMigrate.
If you'd like I can add another commit to this PR to remove the public modifier from getLastAvailableToMigrate
node,Avoid showing any codes right after screen unlock,"The problem is, if the phone was locked with the app running, it will show current codes right after unlock to anyone watching over the shoulder, security cameras, TV crews etc.

There are multiple ways to avoid this, e.g.:
* close app completely on screen lock (the behaviour I'd personally expect and accept);
* implement #37 after unlock (would solve more general problem of exposing unneeded codes);
* ask for user confirmation after unlock (inelegant but probably easier to understand for some)."
node, Failed to resolve: com.github.dexafree:materiallist:3.2.2, Failed to resolve: com.github.dexafree:materiallist:3.2.2
I guess the correct version is 3.2.1 or you have not uploaded 3.2.2 to maven yet.

![2016-07-10 21-20-42](https://cloud.githubusercontent.com/assets/6168238/16713800/0d3f7ef8-46e5-11e6-99cb-9d6e3b7ab024.png)

node,Request OTP via Bluetooth,Original [issue 177](https://code.google.com/p/google-authenticator/issues/detail?id=177) created by quintella.marcelo on 2012-05-08T20:53:34.000Z:

Suggestion to create a mechanism to retrieve OTP over bluetooth for the Android Google Authenticator Application

User would put the cursor on a text box in the browser and then hit a (configurable) key combination (e.g. CTRL+SHIFT+i) and it would automatically get an OTP code from the phone´s application and paste it into the text box.

This would probably need an accompaining Mac and Windows client aplication that would have to run as a service and intercept the key combination in order to then request the code to the phone.

This would make the usage of OTP much more practical.

